grid_id,object_id,object_type,size,min_velocity,avg_velocity,max_velocity,x,y,color,cluster_id
102,752,20,640,2.325204162,5.61836072,8.530563363,11,69,red,0
102,755,20,1144,3.616325896,5.390206478,6.779076807,2,84,red,0
102,756,20,416,4.314015979,6.291363691,9.462173095,1,66,red,0
102,757,20,864,3.614204569,5.657691607,7.929319069,5,84,red,0
102,758,20,680,3.149391518,5.156424796,9.531120607,49,65,red,0
102,759,20,627,3.590858812,5.225431744,7.873478794,19,61,red,0
102,760,20,735,2.226956099,5.122001617,8.507360182,-2,83,red,0
102,762,20,544,2.863267796,4.533316172,6.538684012,26,62,red,0
102,763,20,1064,4.517539515,6.287319927,8.963273099,21,89,red,0
102,764,20,693,3.084231693,4.347831218,6.492636942,9,62,red,0
102,765,20,620,3.424657534,7.034943098,13.88949502,8,70,red,0
102,766,20,770,4.550039799,6.705230461,10.15448302,13,87,red,0
102,767,20,558,2.748737084,5.310412742,6.883476453,17,62,red,0
102,769,20,828,4.422765958,5.939792082,7.985957062,22,75,red,0
102,770,20,984,2.211382979,6.457556373,9.265044489,-2,68,red,0
102,772,20,840,3.590858812,5.374854278,7.131495823,0,82,red,0
102,775,20,902,3.616325896,5.581004909,8.262140762,-5,83,red,0
102,776,20,666,3.516565182,6.117484109,7.077377198,14,64,red,0
102,778,20,693,3.171727628,4.831707241,7.131495823,0,68,red,0
102,780,20,600,2.226956099,4.904929623,6.585388898,7,67,red,0
102,782,20,464,0.982092752,4.521888381,6.422258963,11,63,red,0
102,783,20,891,2.054794521,5.583911628,9.100079598,1,67,red,0
102,786,20,828,4.453912197,6.266346837,8.567271169,17,74,red,0
102,787,20,406,7.973254721,8.545510161,9.117765602,68,99,red,0
102,788,20,770,2.966881599,7.720228184,13.03449114,-4,81,red,0
102,789,20,594,2.836879433,5.803919029,7.818419502,4,69,red,0
102,791,20,684,4.283635585,5.621037416,7.985957062,-1,68,red,0
102,792,20,828,2.924188387,5.492296253,8.835226341,13,72,red,0
102,794,100,1330,4.658474953,4.658474953,4.658474953,86,119,green,0
102,796,20,682,3.792369582,6.182892188,8.628031958,1,69,red,0
102,854,100,187,0.689655172,1.612776354,6.922723732,7,105,green,0
102,856,20,176,0.694444444,1.444264971,3.288335261,60,71,red,0
102,858,100,165,0.684931507,1.793844006,6.896551724,79,71,green,0
102,861,3,250,0.694444444,1.827841891,5.807191022,49,96,blue,0
102,867,3,384,0.680272109,1.151945957,3.546099291,19,91,blue,0
102,885,100,60,7.671385692,7.671385692,7.671385692,78,65,green,0
102,890,100,198,0.675675676,1.082385434,2.945075447,65,70,green,0
102,905,20,36,0.709219858,2.748402435,7.917884897,47,79,red,0
102,907,100,44,0.689655172,1.829580791,4.724087276,68,85,green,0
102,908,100,36,0.694444444,2.262554031,12.29876704,69,89,green,0
102,916,100,48,0.67114094,1.918051962,5.325715459,40,97,green,0
102,919,20,60,0.680272109,1.740989031,5.700912172,84,69,red,0
102,923,100,16,0.694444444,1.930421326,4.810250212,40,82,green,0
102,928,3,143,0.684931507,1.75202623,5.500175828,61,81,blue,0
102,931,100,52,0.689655172,1.448457561,3.217363996,86,84,green,0
102,932,100,18,0.699300699,1.378620788,4.944802666,59,65,green,0
102,935,100,14,1.017419829,2.54024534,4.583011102,80,61,green,0
102,937,100,28,0.694444444,1.758031625,6.874649262,54,69,green,0
102,1014,20,777,1.5636839,5.998663487,10.39585227,2,69,red,0
102,1015,20,255,3.521126761,5.36507916,6.975612486,24,62,red,0
102,1016,20,1104,3.590858812,6.53813374,10.95794691,1,84,red,0
102,1019,20,1645,2.112676056,4.202768312,7.081971547,-3,63,red,0
102,1021,20,2397,3.792369582,5.392736606,7.833589374,30,63,red,0
102,1024,20,897,1.428571429,4.760891694,6.585388898,11,72,red,0
102,1027,20,1206,2.924188387,4.842375724,6.588078459,-8,72,red,0
102,1029,20,680,3.540985773,4.976439236,6.358306522,22,61,red,0
102,1030,20,777,4.422765958,5.63779299,7.284313591,19,73,red,0
102,1034,20,1092,4.472619508,5.674491032,7.232651792,21,74,red,0
102,1036,20,975,1.398601399,5.121144947,12.11595108,49,97,red,0
102,1040,20,792,3.721912054,5.172998462,7.042253521,33,92,red,0
102,1042,20,748,3.616325896,4.662529401,6.492636942,-3,67,red,0
102,1045,20,182,3.516565182,5.45761456,6.728250341,54,70,red,0
102,1049,20,1092,1.632166407,6.725678994,8.637692614,-1,84,red,0
102,1050,20,630,1.5636839,5.199568904,9.20114763,29,63,red,0
102,1051,20,646,3.565747912,5.621952573,8.136212553,24,62,red,0
102,1054,20,156,5.766581295,7.166199632,8.219949365,31,82,red,0
102,1058,20,2142,2.196026153,4.748530795,6.930948704,4,70,red,0
102,1059,20,540,3.105649969,4.645080938,5.848376774,10,70,red,0
102,1063,20,210,4.253680091,6.997492202,11.45779746,17,91,red,0
102,1066,20,1638,2.824044949,5.118242456,7.973254721,-2,77,red,0
102,1068,20,1431,3.496503497,6.688053994,14.91472358,-3,80,red,0
102,1069,20,936,1.552824984,4.511699635,7.833589374,6,67,red,0
102,1070,20,493,2.242750114,4.091126493,5.890150894,-3,67,red,0
102,1071,20,640,1.002988342,4.137516758,6.422258963,-3,66,red,0
102,1073,20,513,4.049272149,5.112228633,7.985957062,7,69,red,0
102,1074,20,627,5.598790103,6.502757087,7.985957062,32,61,red,0
102,1077,20,975,3.792369582,6.86010036,8.772565161,20,90,red,0
102,1078,20,703,3.739697783,5.812571183,7.985957062,2,71,red,0
102,1080,20,851,4.422765958,5.973741632,8.343537229,16,86,red,0
102,1081,20,561,4.616463737,6.098256842,8.029404402,16,62,red,0
102,1082,20,589,4.422765958,5.826458118,7.352328527,0,66,red,0
102,1084,20,777,4.283635585,5.909540772,7.232651792,9,70,red,0
102,1086,20,620,2.903595511,5.027418146,6.728250341,5,69,red,0
102,1087,20,589,3.084231693,5.57616566,9.262638337,15,72,red,0
102,1088,20,660,2.486587087,6.908554128,10.30059069,-4,84,red,0
102,1091,20,615,5.090985937,6.959122397,8.710786533,2,70,red,0
102,1092,20,851,5.766581295,7.510226,10.77257644,36,95,red,0
102,1132,100,20,0.689655172,2.370031437,14.8673368,56,67,green,0
102,1138,100,72,0.709219858,1.282533172,1.574695759,53,74,green,0
102,1140,100,90,1.632166407,3.02152939,6.015612075,41,74,green,0
102,1143,3,90,0.699300699,2.383946007,4.541222863,25,93,blue,0
102,1145,3,150,0.662251656,1.778363177,4.944802666,16,96,blue,0
102,1149,100,60,0.680272109,1.830638119,5.078241233,60,89,green,0
102,1163,100,75,0.689655172,1.429881459,6.060915267,40,81,green,0
102,1165,100,52,1.408450704,1.706106058,2.112676056,74,67,green,0
102,1166,100,90,0.709219858,3.640803001,5.677646302,37,79,green,0
102,1167,100,21,0.689655172,3.339363798,8.479996182,11,99,green,0
102,1169,20,52,2.097902098,2.097902098,2.097902098,85,62,red,0
102,1176,100,120,0.699300699,2.422292231,8.752176303,63,75,green,0
102,1186,100,52,0.709219858,1.357598271,2.005976684,90,72,green,0
102,1188,100,24,0.694444444,2.671502971,13.07736802,24,106,green,0
102,1194,100,32,0.704225352,2.319079129,5.555555556,62,64,green,0
102,1197,100,24,0.704225352,3.130048881,16.91382744,68,77,green,0
102,1199,100,30,0.689655172,2.179013181,11.27588496,38,96,green,0
102,1203,100,48,0.694444444,1.411863368,4.944802666,84,67,green,0
102,1207,100,28,0.675675676,1.843477625,4.97962522,60,81,green,0
102,1214,20,102,3.149391518,4.196765993,4.791574237,70,86,red,0
102,1223,20,176,5.500175828,6.095471294,6.69076676,90,114,red,0
102,1224,100,64,1.418439716,1.537393183,1.65634665,87,62,green,0
102,1277,20,224,6.229421931,7.069430662,8.343537229,32,62,red,0
102,1278,20,740,4.422765958,7.991969729,11.01005298,22,90,red,0
102,1281,20,1036,5.163198503,7.332404442,9.462173095,13,70,red,0
102,1282,20,1681,5.363220497,7.518712846,9.20114763,-4,76,red,0
102,1285,20,666,2.883290647,5.588959725,8.144110179,29,65,red,0
102,1290,20,858,5.766581295,7.224058369,9.529760046,7,70,red,0
102,1294,20,1782,1.885618083,5.940085712,10.44776119,-7,72,red,0
102,1296,20,1800,2.226956099,7.238764529,10.08297258,2,77,red,0
102,1300,20,943,2.924188387,5.215185393,7.873478794,12,74,red,0
102,1303,20,1485,4.049272149,6.10510382,8.971000454,-3,101,red,0
102,1304,20,600,0.988960533,4.395785314,7.80942072,12,71,red,0
102,1309,20,621,4.314015979,5.595975406,7.617490357,6,67,red,0
102,1312,100,352,5.46171306,6.433092881,7.404472701,87,117,green,0
102,1314,20,700,3.792369582,5.59010967,7.764124922,19,75,red,0
102,1316,20,720,5.766581295,7.63527434,9.959250439,23,93,red,0
102,1331,20,836,4.283635585,9.577815464,11.61438204,4,72,red,0
102,1334,20,684,4.283635585,9.240386954,12.15681444,50,69,red,0
102,1335,20,735,5.807191022,9.252566077,11.61438204,-2,82,red,0
102,1336,20,693,5.288731324,7.27065939,10.37523265,0,70,red,0
102,1337,20,630,5.363220497,8.428546567,12.89446777,-1,82,red,0
102,1338,20,576,6.492636942,8.401245762,10.18197187,41,65,red,0
102,1339,20,748,6.935815353,9.02477895,12.21276168,27,90,red,0
102,1340,20,640,5.090985937,8.782120471,11.71213948,7,80,red,0
102,1343,20,598,2.886150127,8.673970103,11.69675355,-2,62,red,0
102,1345,20,627,5.637942481,8.642371872,12.21276168,11,70,red,0
102,1398,100,48,0.699300699,1.675227732,4.221533022,66,68,green,0
102,1422,20,810,6.69076676,6.69076676,6.69076676,83,120,red,0
102,1437,100,24,0.662251656,2.327781247,7.671385692,33,84,green,0
102,1455,100,20,0.704225352,2.184984875,6.059577124,58,65,green,0
102,1456,20,736,0.689655172,1.814884059,5.087099145,7,71,red,0
102,1473,100,24,0.689655172,1.436724079,2.777777778,52,74,green,0
102,1515,20,820,2.068965517,7.297446869,11.29384879,11,77,red,0
102,1519,20,800,5.090985937,8.010818894,10.30059069,6,76,red,0
102,1520,20,2312,3.616325896,3.616325896,3.616325896,90,63,red,0
102,1522,20,1000,2.275019899,5.702518399,9.395538073,16,86,red,0
102,1529,20,1665,1.438848921,6.826697665,11.79624681,-5,80,red,0
102,1531,20,880,5.020765441,6.563432369,9.462173095,17,90,red,0
102,1535,20,143,1.017419829,2.944866503,5.055631868,42,65,red,0
102,1538,20,851,5.055631868,6.904348087,9.646432985,-2,81,red,0
102,1539,20,660,3.540985773,5.669636821,8.043409991,4,71,red,0
102,1542,20,861,5.478973457,7.247708703,10.22701505,12,89,red,0
102,1544,20,176,5.055631868,7.237563237,9.394961741,15,89,red,0
102,1545,20,558,3.833849258,5.217467175,7.033130364,-2,67,red,0
102,1546,20,486,0.689655172,2.037553763,3.076944497,54,66,red,0
102,1549,20,812,6.467913735,6.467913735,6.467913735,89,120,red,0
102,1551,20,512,0.666666667,1.170806661,4.761904762,39,63,red,0
102,1554,20,798,4.977629481,7.876834694,12.04430979,33,92,red,0
102,1557,20,874,4.344830379,5.939573327,7.352328527,4,69,red,0
102,1558,20,510,0.694444444,2.535841176,9.714995797,28,64,red,0
102,1560,20,1025,3.66337742,5.388882812,7.818419502,15,73,red,0
102,1565,20,703,2.843521121,4.390710388,5.807191022,14,73,red,0
102,1568,20,308,0.684931507,1.0197235,2.127659574,38,64,red,0
102,1569,20,578,2.180881145,4.375714402,5.726535591,-2,68,red,0
102,1572,20,756,2.748737084,4.542365515,7.02788505,15,73,red,0
102,1573,20,912,4.485500227,6.429736319,8.710786533,16,90,red,0
102,1575,20,1025,2.242750114,4.072491188,5.807191022,18,74,red,0
102,1577,20,544,1.360544218,2.242661258,4.195804196,15,72,red,0
102,1578,20,1092,7.929319069,8.98526932,10.60579338,61,104,red,0
102,1579,20,920,4.714045208,6.457554806,8.649871942,5,85,red,0
102,1581,20,819,5.163198503,6.070044437,7.181717625,19,90,red,0
102,1582,20,416,0.704225352,1.748158824,2.945075447,31,67,red,0
102,1586,20,493,0.689655172,1.471730255,4.97962522,12,71,red,0
102,1591,20,630,0.995925044,2.662726497,6.468132242,4,81,red,0
102,1592,20,165,4.485500227,5.740330624,7.873478794,64,65,red,0
102,1593,20,468,2.593921781,3.539851213,4.550039799,4,68,red,0
102,1594,20,902,5.12683795,7.09684649,9.395538073,0,85,red,0
102,1597,20,576,3.566334309,5.7549932,8.275867388,12,71,red,0
102,1601,20,560,2.863267796,5.337925996,8.242806729,22,62,red,0
102,1602,20,936,4.224140646,5.889792662,8.710786533,19,74,red,0
102,1603,20,627,6.016904046,8.313565856,11.69675355,6,82,red,0
102,1604,20,589,4.166275706,6.138626571,7.873478794,-2,68,red,0
102,1621,20,700,5.163198503,7.786111592,10.77257644,-4,63,red,0
102,1622,20,1092,3.472222222,4.489769416,5.848376774,31,61,red,0
102,1677,100,85,0.675675676,1.506295271,4.517539515,90,75,green,0
102,1679,100,66,0.689655172,2.266122218,9.213128399,85,66,green,0
102,1680,100,21,0.699300699,1.488878149,3.149391518,25,77,green,0
102,1681,100,72,1.632166407,1.632166407,1.632166407,90,78,green,0
102,1682,100,65,0.684931507,1.932193975,8.479996182,71,70,green,0
102,1687,100,48,0.689655172,1.962671145,5.807191022,54,80,green,0
102,1691,3,160,0.666666667,1.576811942,5.726145192,51,78,blue,0
102,1693,100,70,0.699300699,1.474674844,3.217363996,45,93,green,0
102,1697,3,30,0.666666667,1.705624294,6.059577124,55,74,blue,0
102,1708,20,247,5.637942481,5.677927889,5.717913297,88,116,red,0
102,1712,100,84,0.67114094,1.249506099,2.275019899,8,118,green,0
102,1726,100,33,0.699300699,1.488383747,3.424657534,87,66,green,0
102,1736,3,133,0.680272109,1.32990724,3.105649969,89,61,blue,0
102,1743,100,40,0.699300699,1.948712628,5.717913297,20,99,green,0
102,1747,100,35,0.699300699,2.642230693,11.1010467,36,90,green,0
102,1749,100,203,0.675675676,1.256328644,4.376088151,86,66,green,0
102,1750,100,85,0.684931507,1.386479645,3.105649969,34,97,green,0
102,1771,100,52,0.680272109,1.888023433,5.014941711,46,74,green,0
102,1824,20,225,3.521126761,5.730052469,8.543576577,43,82,red,0
102,1827,20,792,2.903595511,5.694971393,9.972753273,-5,75,red,0
102,1838,20,798,4.194929421,5.684475716,8.086350533,8,85,red,0
102,1842,20,1000,5.12683795,7.017991295,8.971000454,19,88,red,0
102,1846,20,576,3.590858812,4.790560527,5.974827794,4,69,red,0
102,1847,20,920,4.97962522,6.701812944,9.328330807,16,91,red,0
102,1849,20,561,3.590858812,4.762780393,6.146765284,-4,62,red,0
102,1851,20,630,3.540985773,5.16040077,6.680868296,20,75,red,0
102,1854,20,589,2.924188387,4.858655787,7.985957062,15,61,red,0
102,1855,20,646,2.966881599,7.137795796,10.84897769,3,82,red,0
102,1857,20,748,3.171727628,4.739718949,6.402461429,-1,70,red,0
102,1862,20,560,4.166275706,5.147211628,6.585388898,10,71,red,0
102,1863,20,819,4.331887206,5.740191986,8.144110179,8,86,red,0
102,1865,20,608,2.730533527,4.670080706,6.632765797,21,62,red,0
102,1867,20,1148,3.590858812,5.449016302,7.791273514,-1,75,red,0
102,1868,20,576,3.565747912,4.990563202,7.336718725,19,62,red,0
102,1870,20,1407,4.253680091,5.626737704,7.584739165,-3,74,red,0
102,1871,20,627,4.944802666,5.653996999,7.284313591,20,63,red,0
102,1872,20,840,3.939832361,5.971332562,7.178482587,15,88,red,0
102,1874,20,595,1.428571429,3.952615828,6.492636942,-3,65,red,0
102,1875,20,760,4.422765958,5.76650888,7.284313591,11,87,red,0
102,1876,20,620,2.539120617,4.501110792,6.585388898,4,69,red,0
102,1877,20,594,2.883290647,4.624538908,7.710579233,22,62,red,0
102,1878,20,800,0.995925044,4.302617403,6.776309272,-4,65,red,0
102,1879,20,540,2.883290647,4.536528839,6.016904046,22,61,red,0
102,1880,20,880,0.988960533,3.966639607,5.848376774,79,90,red,0
102,1881,20,308,5.090985937,5.976358821,7.724028683,52,100,red,0
102,1882,20,2280,4.791574237,6.39887895,9.380147346,-5,76,red,0
102,1883,20,493,2.557128564,4.449175322,6.492636942,5,68,red,0
102,1884,20,522,3.749279054,4.853110203,5.717913297,28,61,red,0
102,1885,20,540,1.398601399,4.13505525,6.680868296,0,65,red,0
102,1886,20,1026,5.677646302,6.488333738,7.873478794,52,61,red,0
102,1887,20,589,3.149391518,4.365402429,6.680868296,14,71,red,0
102,1888,20,476,1.5636839,3.908634908,7.232651792,12,71,red,0
102,1889,20,1147,2.863267796,3.813863176,4.944802666,43,61,red,0
102,1890,20,110,2.180881145,4.916699943,7.985957062,13,70,red,0
102,1896,20,684,3.616325896,6.132641931,8.907824395,17,61,red,0
102,1897,20,609,7.818419502,9.782759648,12.67242194,15,69,red,0
102,1934,100,510,4.724087276,5.637731531,6.551375786,86,115,green,0
102,1951,100,64,0.699300699,2.341729517,5.078241233,77,65,green,0
102,1956,3,198,0.694444444,1.596180953,5.325715459,90,61,blue,0
102,1971,100,48,0.675675676,1.716715448,4.563404036,61,62,green,0
102,1976,100,32,2.816901408,2.816901408,2.816901408,3,96,green,0
102,1987,100,48,0.699300699,1.139258588,2.211382979,88,65,green,0
102,1995,20,170,6.597189603,7.532835525,8.329931278,86,105,red,0
102,2009,100,36,0.699300699,2.037160183,8.029404402,62,74,green,0
102,2017,100,24,0.699300699,2.479924345,6.666666667,29,93,green,0
102,2071,20,156,4.944802666,6.013903168,8.086350533,78,69,red,0
102,2101,20,1518,4.253680091,5.325636125,7.131495823,21,80,red,0
102,2110,20,861,5.325715459,6.589455613,8.845531917,23,89,red,0
102,2111,20,570,4.253680091,6.487996355,9.156778461,48,69,red,0
102,2114,20,756,5.609667518,6.531864447,8.567271169,36,91,red,0
102,2117,20,540,2.987775132,4.833023849,7.857142857,12,70,red,0
102,2118,20,546,4.106304151,6.175071419,8.569536151,30,61,red,0
102,2123,20,1845,3.445283455,4.954132165,7.181717625,16,68,red,0
102,2126,20,798,4.918993168,6.065974661,7.873478794,0,81,red,0
102,2127,20,798,4.283635585,6.124886069,8.086350533,13,85,red,0
102,2129,20,540,3.694941677,5.028390784,6.985005533,15,73,red,0
102,2130,20,924,2.196026153,5.643977031,9.884273836,1,81,red,0
102,2132,20,868,2.797202797,4.769232817,7.284313591,-1,61,red,0
102,2134,20,540,3.616325896,4.680316068,6.538684012,32,61,red,0
102,2136,20,594,2.903595511,4.88231855,7.081971547,14,70,red,0
102,2138,20,1457,1.002988342,4.400821061,7.077377198,19,72,red,0
102,2139,20,1120,2.785882179,4.926692827,7.131495823,-2,75,red,0
102,2142,20,612,3.792369582,4.844052271,6.447233886,5,85,red,0
102,2143,20,684,1.574695759,4.561634192,7.929319069,15,71,red,0
102,2146,20,496,3.749279054,4.964800455,6.447233886,20,62,red,0
102,2147,20,612,1.461482338,4.952277652,7.844645406,15,88,red,0
