101,0.02031121399176955,38,20,230,0.6369426751592357,0.8998958735107708,1.680672268907563,159,128
101,0.04566666666666666,178,100,882,1.3071895424836601,6.5713508841736274,11.760738406257595,107,60
101,0.017899305555555557,242,20,300,0.043146445782457334,4.866366932155371,8.752176302587365,112,43
101,0.021691743827160492,369,20,459,1.0101525445522108,4.84170031096146,8.362218457494649,117,131
101,0.0219579475308642,378,3,552,0.11690719868123929,5.227740438067486,13.066597533300527,113,96
101,0.040224867724867726,501,3,825,0.038406022245021314,3.598344731329012,13.678969169161256,101,17
101,0.005864197530864198,587,20,190,0.12406872516535852,0.12406872516535852,0.12406872516535852,160,123
101,0.0012345679012345679,596,100,40,0.11289239379770316,0.3853935653199042,0.6578947368421052,109,68
101,0.02788174139051332,663,20,667,0.7092198581560284,4.123412026455486,11.14352871788557,102,15
102,0.035694444444444445,8,100,1080,3.590109871423002,5.608872702071867,8.58980338670346,240,260
102,0.04351851851851852,9,100,1375,4.745683095211729,5.281458251437038,6.153888993459195,237,267
102,0.07569898329702252,17,100,846,0.05875432039800645,2.5138074155869696,125.57488925927565,77,220
102,0.023765432098765433,19,3,644,0.6578947368421052,1.7549945232012758,5.598790102985104,13,259
102,0.022273988123144243,21,100,170,0.6172839506172839,1.4892210091861382,10.226669555440184,77,223
102,0.06666666666666667,25,20,2080,2.2388059701492535,4.55522169199721,6.447233886218802,240,268
102,0.03357744107744108,29,100,988,2.2900763358778624,4.114488150648366,5.571764358942785,188,269
102,0.003299039780521262,32,3,75,0.6993006993006993,1.7949488675249592,3.902106781608433,207,225
102,0.014373070987654321,33,100,270,0.6622516556291391,2.240547684454357,6.776309271789384,99,224
102,0.018953556731334507,39,20,85,0.021865660467964277,1.414236916932635,11.71642782314843,79,220
102,0.039740740740740736,40,100,1219,2.054794520547945,5.210625367359187,7.479395565464589,237,265
102,0.05447145061728395,42,100,1612,2.083333333333333,5.142844632588864,7.565439499210544,237,262
102,0.03446296296296296,45,100,950,2.2587697572631282,6.138876125277514,10.313741569239019,226,267
102,0.014422398589065256,50,3,450,0.9820927516479828,3.1744662434219606,5.32571545864609,8,259
102,0.00510082304526749,51,20,24,0.09704865666338448,0.9851176260401543,2.9035955109983522,198,240
102,0.01541005291005291,56,3,198,0.9753196981883415,4.279189029166643,8.783783783783784,11,262
102,0.03249025341130604,66,100,602,0.08988949026718751,1.3447763980327025,3.731343283582089,77,220
102,0.006577705156136529,67,3,84,0.684931506849315,1.5363188786615303,5.423784497157399,7,270
102,0.01569753086419753,69,100,480,0.6493506493506493,1.6794299626466984,3.571428571428571,97,226
102,0.025385802469135802,78,100,322,0.6666666666666667,1.27856107118532,3.968253968253968,89,221
102,0.007982603815937149,82,100,200,0.625,1.8397545772420139,5.160156871153361,91,208
102,0.0444238683127572,96,100,1323,1.885618083164127,3.696100365707489,4.865042554105199,233,262
102,0.008810820624546115,100,100,198,0.6211180124223602,1.3152290078251407,2.98142396999972,93,217
102,0.00558641975308642,115,3,96,0.7462686567164178,2.8834821059143216,5.892003607563443,24,249
102,0.03797325102880658,135,20,1166,11.296179796212769,13.473805777682308,14.725377234348787,213,268
102,0.06394984567901234,143,100,572,0.6622516556291391,2.1184270475692815,8.625193411612262,78,228
