605,100,576,188.13010235415598,4.777748521530727
605,100,1870,71.56505117707798,2.2427501135945955
605,100,1739,21.801409486351815,4.142434467026542
605,20,1530,243.43494882292202,1.4710973536182828
605,20,1620,90,0.6896551724137931
605,20,1428,225,1.0553832555023097
605,20,1386,90,0.6711409395973155
605,20,1353,180,0.7142857142857143
605,20,1320,0,0.7246376811594203
605,100,935,289.6538240580533,11.705565942770477
605,100,4488,174.2894068625003,6.655546768954232
605,100,4233,135,4.190262407031393
605,100,3900,161.56505117707798,4.106854104114778
605,100,3552,153.43494882292202,4.826045994603863
605,100,3552,161.56505117707798,2.3252041618885144
605,100,3080,180,6.41025641025641
605,100,2640,225,10.65503368911236
605,100,2460,149.0362434679265,4.2561692663104385
605,20,128,228.81407483429035,7.816283685834302
605,100,986,201.80140948635182,6.488150370041571
605,100,1200,180,3.3333333333333335
605,100,1920,198.43494882292202,2.2915055508466518
605,100,1150,141.34019174590992,8.831895499907377
605,100,1000,180,4.964539007092199
605,100,950,180,5
605,100,900,161.56505117707798,3.977707748639471
605,100,882,170.53767779197437,4.376088151293683
605,100,864,234.46232220802563,6.993760379709453
605,100,765,155.22485943116806,9.358052982533565
605,100,748,168.69006752597977,3.5165651817881276
605,100,731,172.8749836510982,6.061847931051541
605,100,969,102.99461679191654,8.552348759055342
605,100,252,160.01689347809997,8.016917747068236
605,100,324,174.80557109226515,8.242806729244224
605,100,324,206.56505117707798,2.9616794403970728
605,100,288,186.3401917459099,6.757750103087624
605,100,370,162.89727103094765,10.00108125642312
605,100,288,198.43494882292202,2.0401791355925027
605,100,288,239.03624346792648,4.3514566379442545
605,100,2000,146.30993247402023,12.3477783406301
605,100,1692,135,2.280989616730799
605,100,1408,138.81407483429035,7.231391709343299
605,100,1014,161.56505117707798,6.825059698205135
605,100,950,180,4.929577464788732
605,100,700,170.53767779197437,4.253680091117635
605,100,680,180,4.697986577181208
605,100,589,110.5560452195835,6.016904045998261
605,100,782,247.38013505195957,9.62962962962963
605,100,697,173.65980825409008,6.288461901484317
605,100,576,230.1944289077348,5.578749768504753
605,100,512,116.56505117707798,4.69105170104851
605,100,464,26.565051177077976,3.0842316931031584
605,100,432,315,2.268791811293735
605,100,360,277.1250163489018,5.717913296665637
605,100,390,180,5.555555555555555
605,100,320,0,3.076923076923077
605,100,341,56.30993247402023,2.539120616523936
605,100,300,9.462322208025626,4.109974682633933
605,100,270,45,1.8982732380846916
605,100,261,18.434948822922024,2.2750198994017117
605,100,224,0,3.007518796992481
605,100,196,63.434948822922024,4.38444701470547
605,100,203,59.03624346792651,4.3514566379442545
605,100,375,167.47119229084842,6.931988313754051
605,100,308,170.53767779197437,3.97566178450864
605,100,294,180,6.7164179104477615
605,20,108,197.10272896905238,9.646432984918754
605,20,189,135,5.851918189130048
605,20,99,209.7448812969422,6.01661025992429
605,20,165,159.44395478041656,6.191307061824297
605,20,132,180,3.225806451612903
605,20,90,188.13010235415598,5.356869554443542
605,20,80,180,4.195804195804196
605,20,88,180,5.594405594405594
605,20,117,168.69006752597977,3.565747911603346
605,20,99,171.86989764584405,4.979625219623574
605,100,612,163.30075576600643,7.30091364259479
605,100,560,180,4.137931034482759
605,100,528,180,3.2085561497326207
605,100,420,7.125016348901795,5.522094348149691
605,100,700,161.56505117707798,4.684855792842043
605,100,612,191.3099324740202,3.2896900087695387
605,100,528,180,5.384615384615385
605,100,495,146.30993247402023,5.078241233047872
605,100,434,180,3.4482758620689653
605,100,465,188.13010235415598,5.356869554443542
605,100,493,180,3.2467532467532463
605,100,420,168.69006752597977,3.6421567954234173
605,100,476,191.3099324740202,3.4924791188991673
605,100,493,158.19859051364824,4.018779706816794
605,100,493,180,4.10958904109589
605,100,578,194.03624346792648,3.147408874517298
605,100,720,206.56505117707798,3.0631068184928627
605,100,656,180,2.684563758389262
605,100,660,180,2.9197080291970803
605,100,570,270,5.7324840764331215
605,100,714,75.96375653207355,9.230833490188791
605,100,532,284.03624346792645,8.898789120038115
605,100,700,158.19859051364824,3.9307772314850395
605,100,658,170.53767779197437,3.874371038406509
605,100,658,180,2.9850746268656714
605,100,700,194.03624346792648,5.932526080025411
605,100,720,195.94539590092288,5.090985936559803
605,100,624,161.56505117707798,4.6164637374720865
605,100,1224,135,6.555956911663355
605,100,1050,161.56505117707798,2.3252041618885144
605,100,882,195.94539590092288,5.126837950197547
605,100,855,213.69006752597977,2.5939217809093447
605,100,756,206.56505117707798,3.0842316931031584
605,100,714,170.53767779197437,4.539375022610612
605,100,650,180,2.797202797202797
605,100,637,168.69006752597977,3.668359362296967
605,100,611,278.13010235415595,4.843197131414709
605,100,644,18.434948822922024,2.3082318687360432
605,100,598,116.56505117707798,1.5746957588026689
605,100,336,7.125016348901795,10.969058160950407
605,100,276,0,4.511278195488721
605,100,288,21.801409486351815,3.7658495154786737
605,100,220,341.565051177078,4.3617622898874195
605,20,299,158.19859051364824,3.8742192857082762
605,20,270,90,5.517241379310345
605,20,315,333.434948822922,1.5858638138296381
605,20,294,296.565051177078,5.081972676135886
605,20,80,153.43494882292202,4.69105170104851
605,20,72,180,2.2058823529411766
605,20,196,165.9637565320735,6.247129735784334
605,100,5320,202.83365417791754,15.38472248364799
605,100,4958,219.80557109226518,5.785370130301225
605,100,6205,153.43494882292202,9.189320455478587
605,20,2420,197.65012421993012,15.391195174153594
605,20,6580,139.76364169072622,11.908661794354128
605,20,5589,141.34019174590992,18.83271834539073
605,20,3705,137.29061004263855,12.035242185683083
605,20,3120,102.52880770915152,6.402461428675616
605,20,5312,165.9637565320735,16.232699313455356
605,20,4636,144.16234704572173,14.233079045624692
605,20,5824,142.1250163489018,15.946509441945986
605,20,4440,132.7093899573615,13.714578304615607
605,20,3540,143.9726266148964,17.326714023866806
605,20,2958,151.3895403340348,9.713150454373386
605,20,3240,144.16234704572173,15.973815331780228
605,20,2600,131.98721249581666,17.359514899449948
605,20,1872,152.35402463626133,16.933242273042424
605,20,2880,143.9726266148964,19.57046116364812
605,20,2552,140.9061411137705,13.562847452689674
605,20,1764,138.81407483429035,14.867336801027484
605,20,1254,135,11.111677990074318
605,100,160,243.43494882292202,6.2987830352106755
605,100,860,130.6012946450045,6.358306522270957
605,100,720,191.3099324740202,3.5908588123892846
605,100,646,180,5.47945205479452
605,100,648,149.0362434679265,4.135426875776809
605,100,594,191.3099324740202,3.777051491550211
605,100,576,108.43494882292202,2.234825201532424
605,100,364,186.1155035662854,5.0466408029852055
605,100,364,158.19859051364824,3.6386248696854757
605,100,338,168.69006752597977,3.892381308086095
605,100,325,164.0546040990771,4.578685464956301
605,100,312,201.80140948635182,4.048996095589852
605,100,312,180,2.1739130434782608
605,100,312,180,5.555555555555555
605,100,322,165.9637565320735,2.8435211211156277
605,100,299,161.56505117707798,4.719817403236387
605,100,299,180,2.083333333333333
605,100,286,180,5.072463768115942
605,100,286,180,7.051282051282051
