77,100,495,0.9753196981883415,2.955761611183661,5.555555555555555,789,222
135,20,408,0.684931506849315,2.5831685869897627,4.7553047521329015,788,224
166,100,864,0.6535947712418301,1.95984780307971,9.909277221633154,783,223
205,3,1200,0.684931506849315,1.9251145000239485,4.861017342390848,860,257
208,100,810,0.684931506849315,2.4275200584215995,3.590109871423002,783,223
223,100,518,2.9197080291970803,2.9197080291970803,2.9197080291970803,786,236
232,20,936,0.6535947712418301,0.9290065351764176,2.142857142857143,798,216
255,100,616,3.4722222222222223,5.374510311401503,6.576670522058205,857,266
257,3,110,5.598790102985104,5.598790102985104,5.598790102985104,855,265
320,100,264,0.6172839506172839,1.8017635156992566,4.285714285714286,783,226
342,100,434,0.6896551724137931,1.815782286545385,4.682826365473825,830,265
407,100,1218,0.6711409395973155,2.134962091244915,4.719817403236387,784,232
427,3,880,1.0633184679496956,2.7994139651165457,4.439972649852715,841,224
479,100,855,0.625,2.687076569968142,5.32571545864609,785,216
544,100,403,0.9304036594559837,3.451039774513875,6.060915267313264,784,216
545,3,756,0.6622516556291391,2.1727833164338453,4.47213595499958,855,223
619,100,731,0.7407407407407408,2.793372728047737,4.25531914893617,786,221
