2,100,480,0.78125,2.0468696624279845,3.597122302158273,506,287
7,100,728,0.7518796992481203,2.888820827103919,5.356869554443542,573,306
8,100,384,0.6993006993006993,2.0440578281632296,5.6480898981063845,494,283
14,100,380,0.6666666666666667,0.6757990867579908,0.684931506849315,507,265
22,100,403,0.7092198581560284,2.607058602157435,5.225436631107231,527,267
38,100,407,0.641025641025641,2.262625845354828,4.666737108513153,509,280
58,100,570,0.7092198581560284,1.7415592983779684,6.738557951469002,498,266
61,100,110,0.684931506849315,1.8903572302142106,8.57269823607633,545,279
62,100,195,0.684931506849315,2.5373140102072655,10.406162272638337,495,290
65,100,588,0.6993006993006993,1.642748262767173,5.800185430430611,522,265
67,100,1242,0.6666666666666667,1.652965567076266,3.2386570130681567,505,285
71,100,672,0.6993006993006993,2.4924240677744076,4.049272149198126,547,274
90,100,510,0.7092198581560284,2.194670200764252,4.918993168432782,508,265
93,100,1040,0.6329113924050633,1.9084954818493465,4.859126579037751,515,273
95,100,629,0.684931506849315,1.610365072379366,3.2173639964025753,490,270
98,100,540,0.6329113924050633,2.062963397801895,4.385701532488253,533,272
99,100,925,0.6711409395973155,1.8209270067223275,6.154395227708816,506,270
103,100,880,0.6993006993006993,1.409768467246836,3.030457633656632,491,284
104,100,799,0.6711409395973155,1.7031518522401918,3.6142045685466466,530,281
105,100,408,0.684931506849315,1.777431477907651,4.81437912588936,529,266
106,100,1333,0.6578947368421052,1.2977040278409655,2.631789252163496,525,272
107,100,736,0.6896551724137931,2.1260726889396286,7.382045703287951,526,268
109,100,405,0.6711409395973155,1.233290378096753,2.521364528296496,504,267
111,100,1081,0.6578947368421052,1.5254102779850294,5.8071910219967044,503,265
127,100,828,0.6896551724137931,2.030747318670707,4.541222863427552,521,300
137,100,615,0.6944444444444444,2.164885236899727,4.541222863427552,513,268
141,100,476,0.6802721088435374,1.5225598337646455,3.6764705882352944,504,266
145,100,1540,0.6578947368421052,1.4313005914793206,2.2965294748178273,499,292
155,100,576,0.6578947368421052,1.4844061558302968,3.7037037037037033,512,279
156,100,868,0.641025641025641,1.5679982009146818,4.6584749531245615,548,288
165,100,672,0.6666666666666667,1.5159947815127175,3.959680005245959,491,279
169,100,572,0.6535947712418301,2.4761527387032483,3.901278792753366,548,298
171,100,819,0.6578947368421052,1.68268015850199,4.485500227189191,548,282
179,100,494,0.6172839506172839,1.4507382051058766,5.5046584358228845,515,272
194,100,442,0.641025641025641,1.7288947990573815,6.528665627736613,510,276
196,100,493,0.6493506493506493,2.0720656026732733,7.30091364259479,573,292
199,100,406,0.7092198581560284,2.684787292263748,7.87966472276392,582,314
209,100,456,0.9820927516479828,1.94993008069434,3.2386570130681567,498,272
220,100,595,0.6756756756756757,2.189715342013716,5.481447916174787,496,273
222,100,455,0.6944444444444444,2.537070930984323,6.154395227708816,498,265
227,20,48,0.5014941710542891,2.831762311747658,11.760738406257595,561,274
241,100,378,0.628930817610063,1.4494266441470804,3.5211267605633805,584,297
248,100,546,0.6896551724137931,2.598936903074455,8.136212553238039,532,283
254,100,559,0.684931506849315,1.671093784046323,2.631789252163496,577,309
256,100,1474,0.6944444444444444,1.8851670909715839,3.668359362296967,553,304
258,100,952,0.6896551724137931,1.4669743507665796,2.73972602739726,492,265
260,100,280,0.6666666666666667,1.3951282347435618,3.5165651817881276,521,276
