23,100,396,0.6756756756756757,1.4994315782782701,3.4687207575461123,444,54
150,100,330,0.6666666666666667,1.2603666641040332,2.631789252163496,443,61
161,100,460,0.6329113924050633,1.250026562914212,2.6511406437235214,464,71
172,100,782,0.6451612903225806,0.8079943964072909,1.3793103448275863,521,105
174,100,756,0.1663780661615406,0.9915645064767055,3.147408874517298,521,93
262,100,150,0.6535947712418301,2.06437746404222,39.91745466342228,518,67
324,100,1250,0.6578947368421052,0.8992055134837899,1.6086819982012877,521,55
338,100,945,0.6329113924050633,1.497026084240549,11.277739315183048,521,77
357,100,96,0.04393673110720562,1.6224378795964347,22.10190820630312,466,54
455,100,1058,0.5747126436781609,1.3010951233751071,4.5830111016933035,440,98
516,100,360,0.6711409395973155,1.7704225228371646,10.72087386472502,435,68
535,100,1178,0.6578947368421052,1.2071274934579979,2.2915055508466518,459,94
582,100,406,0.6493506493506493,1.3822881608189035,5.0870991452269605,475,92
