288,20,520,3.5211267605633805,4.081625893787602,4.594660227739293,567,536
289,100,682,6.0402684563758395,7.198957497395008,8.357646538414176,563,491
537,20,126,0.9111617312072893,13.419617325019878,25.928072918832466,542,497
550,20,264,0.684931506849315,2.049374998161567,6.780475983980592,552,520
652,100,138,0.6896551724137931,1.5689542699853425,3.2643328138683065,496,490
1021,20,322,5.150787536377127,5.150787536377127,5.150787536377127,501,489
1547,100,520,7.7240286833477345,8.49122339631458,8.904109589041095,558,510
1562,100,352,2.9035955109983522,2.9035955109983522,2.9035955109983522,575,505
1667,20,110,5.659601214425112,5.701215929237061,5.74283064404901,571,497
1716,100,280,0.641025641025641,1.3913899136180694,4.477611940298507,500,494
1778,100,1184,0.9820927516479828,4.613471114774612,7.32675483963878,549,520
1960,100,42,0.4979625219623574,1.2793007298091117,4.5175395145262565,499,503
2349,100,513,6.002867053690711,6.002867053690711,6.002867053690711,570,487
2402,100,130,2.46955566812602,18.166142201074948,59.50223045086056,529,521
2412,20,286,0.9686394262829419,5.015347316104693,10.829718014275272,571,496
2452,20,380,3.189955403849086,3.5322565544904267,3.8745577051317674,573,508
2478,100,475,1.2422360248447204,3.2500621060485173,5.609667517847157,572,504
2839,3,64,7.917884896521792,7.917884896521792,7.917884896521792,565,518
2842,3,48,2.2427501135945955,7.384833928309201,20.327890704543545,540,507
2851,100,765,2.6511406437235214,3.8614130791294214,5.461067053798225,530,493
2929,20,315,3.4221607473777076,3.4221607473777076,3.4221607473777076,535,499
3190,100,897,3.6949416765165104,4.973968626414679,6.314756477597867,568,490
3233,20,126,6.825059698205135,6.825059698205135,6.825059698205135,567,490
3340,100,475,2.4198330707812006,5.052105301984974,8.101695570651412,541,487
3346,20,136,6.016904045998261,7.142605734002487,8.571428571428571,547,486
3717,20,323,1.4598540145985401,4.97396356566436,6.836650082395162,499,502
3740,20,270,0.684931506849315,5.717296260563331,9.375,571,500
3782,20,180,3.6495833867692777,24.648685288304346,45.64778718983941,568,492
3830,100,840,6.0606060606060606,7.34765561652995,8.63470517245384,560,496
3841,100,559,4.0526102768562335,6.448791884171119,10.550883897507997,575,515
3887,20,450,1.9641855032959656,4.30328215959045,8.081607099860602,566,525
3899,100,840,5.972042776517443,5.972042776517443,5.972042776517443,572,487
3947,100,442,4.57350566187836,4.57350566187836,4.57350566187836,575,488
4312,20,840,3.90625,3.90625,3.90625,549,488
4397,3,99,35.14971798063453,35.14971798063453,35.14971798063453,526,497
4402,100,429,1.0713739108887086,5.238910636205765,10.112971936951364,540,486
4403,20,54,18.075279259301254,30.18588776461846,45.77005526743084,535,506
4407,100,84,0.7142857142857143,11.01604059601876,41.09193173580418,566,530
4447,3,594,4.0119533684343125,4.0119533684343125,4.0119533684343125,561,525
4456,20,64,4.133696287801803,5.130711346242524,6.1028598180839495,511,494
4482,20,270,3.4965034965034967,7.436666687586295,11.951100527096576,498,501
4505,20,36,4.861017342390848,5.526162202107573,6.191307061824297,507,513
4533,100,924,2.1591046753787713,3.2616674228991167,4.708179586347683,556,490
4595,3,120,2.9450754468697578,4.30224998233048,5.659424517791202,556,536
