6,20,1098.592356687898,131.97634997373856,1.6976277347390858,157
15,20,1926.3467048710602,137.47307410408612,1.2162421954906646,349
16,20,6642,108.43494882292202,2.211382979138727,1
24,20,1178.858064516129,129.2197007393263,1.6449031763562745,155
25,20,11901.125,298.23112902472405,12.486842866994914,8
26,20,8608.358974358975,307.0641816368148,6.034541787794151,39
32,20,6252.0526315789475,302.1607827972299,11.66372961246157,19
36,20,1063.4193548387098,125.78359232809626,1.5573921303360074,31
37,20,3870.409090909091,302.03079056177944,7.484433905861376,44
40,20,3787.2045454545455,201.2111620119685,5.535545467112172,132
47,20,250.14285714285714,190.6778401852775,2.012537076625844,7
50,20,734.5714285714286,280.6641481415767,3.8166811935219664,7
51,20,3351.614864864865,189.89027630929934,2.972731005101509,296
53,20,3619.0263157894738,184.09479855121356,3.8127301527245585,114
59,20,71.5,280.9007047431759,2.89427826579141,2
60,20,4310.674418604651,301.022481550767,7.160235662825393,43
61,20,1112.0746268656717,190.26912175317418,1.2268707361210593,67
64,20,395.25,115.06453188466482,2.663581020901081,24
70,20,237.6,156.6869897645844,0.8758054135741112,5
73,20,14715.609442060086,181.78921962977435,2.266493845231911,466
74,20,156.66666666666666,203.85501705902598,1.2378166277462483,3
80,20,439.38461538461536,116.8996271947103,1.1983585288596676,13
85,20,5012.792857142857,132.35296653423464,2.871556990475599,140
88,20,171.8,280.1812282227541,2.3620769071212004,5
91,20,4477.334140435835,172.71754483412775,2.3647372989976807,413
100,20,4060.6666666666665,301.60396992908846,6.233928890884023,51
108,20,243.13333333333333,145.65266494759447,3.6215948844724433,15
113,20,2996.4615384615386,127.80811308767923,1.8817420421090794,52
119,20,6097.2835820895525,154.79066307951499,4.0828703726732485,134
120,20,4475.451612903225,212.26719789144056,2.255450629919777,93
128,20,12954.456621004567,210.58182181431798,3.425370468973447,219
130,20,8988.542857142857,301.40852114155723,6.620240716974284,35
151,20,5563.892857142857,305.65030614761287,7.701303048074453,28
152,20,6605.030769230769,294.6674548891249,4.496361271105288,65
157,20,82.22222222222223,160,1.1428027025139254,9
163,20,62.25,165.41414506067585,2.3580176059674063,12
166,20,5424.814285714286,303.4584309142755,4.379689205695521,70
168,20,601.5833333333334,160.59253803606703,3.6559320750806954,12
174,20,11545.095238095239,295.6237799747048,4.8513553613633915,63
176,20,7894.297872340426,285.28368395708264,3.3538544148971923,94
177,20,188.5,254.1412627942695,1.5008663027015796,4
185,20,200.1,147.68231510316477,5.821287950542961,10
187,20,111.2,135,0.8904795595831649,10
195,20,171.6,143.47246153079428,1.9173880910269239,30
199,20,2825.16,149.0356050024276,3.3840872233203005,25
203,20,832.472972972973,136.70544039581094,1.1694431937165348,74
204,20,3826.214285714286,142.60528528129922,2.661963927484273,14
206,20,371.6666666666667,187.0245642214531,1.5103405729331063,15
208,20,112.92,138.6,1.624762201717829,25
211,20,10234.611111111111,306.98048358432175,7.517295601783786,18
212,20,13167.333333333334,306.97684556368745,9.395694107295013,6
219,20,1357.7385321100917,149.9987281708092,1.0431254889466368,218
221,20,535.3214285714286,162.46508408502157,1.5852509273407518,28
227,20,477.09090909090907,182.61518452287282,4.405597517507581,11
229,20,2051.1052631578946,144.00905227972123,1.5661359120473262,76
236,20,8110.482142857143,155.40579645873774,1.5819942208134268,56
240,20,2399.507042253521,131.91428590135888,2.5955070051623697,142
249,20,6431.96,301.19878589764926,7.415310563816188,25
