1,20,1-01-10-10,814,171.25383773744477,9.328330807068017
1,20,1-00-11-11,703,175.23635830927378,8.081607099860602
1,20,1-00-11-01-11,740,168.69006752597977,7.498558108224683
1,20,1-00-11-01-11,760,167.47119229084842,6.585388898066348
1,20,1-00-11-01-10,740,175.6012946450045,9.05444778500368
1,20,1-00-11-01-10,740,168.69006752597977,7.284313590846835
1,20,1-00-11-00-11,740,174.80557109226515,7.778423251540325
1,20,1-00-11-00-11,703,163.30075576600643,7.352328527401797
1,20,1-00-11-00-10,684,168.69006752597977,7.131495823206692
1,20,1-00-11-00-10,684,165.9637565320735,5.72653559113564
1,20,1-00-10-01-01,665,169.69515353123393,8.101695570651412
1,20,1-00-10-01-01,646,173.65980825409008,6.3324371595366555
1,20,1-00-10-01-01,646,153.43494882292202,4.626347539654738
1,20,1-00-10-01-00,627,173.65980825409008,6.561873288505375
1,20,1-00-10-01-00,608,168.69006752597977,7.0819715466566455
1,20,1-00-10-00-01,558,165.9637565320735,5.687042242231255
1,20,1-00-10-00-01,540,172.8749836510982,5.884859670290911
1,20,1-00-10-00-01,504,165.9637565320735,5.687042242231255
1,20,1-00-10-00-00,476,171.86989764584405,5.123962182511215
1,20,1-00-00-10-10,468,158.19859051364824,3.7396977827322946
1,20,1-00-00-10-10,468,169.69515353123393,7.873478794013344
2,20,1-11-00-00,960,168.69006752597977,10.848977688495287
2,20,1-11-00-00,984,170.53767779197437,8.164781919863382
2,20,1-11-00-00,960,169.69515353123393,8.220838152572757
2,20,1-10-01-01,984,170.53767779197437,8.689660757568884
2,20,1-00-11-11,960,167.00538320808346,9.26504448897662
2,20,1-00-11-11,936,174.80557109226515,7.889543583705187
2,20,1-00-11-11,936,174.2894068625003,7.077377197972458
2,20,1-00-11-10,936,167.00538320808346,9.395538073328405
2,20,1-00-11-10,912,168.69006752597977,7.131495823206692
2,20,1-00-11-10,950,167.47119229084842,6.402461428675616
2,20,1-00-11-10,950,169.69515353123393,8.101695570651412
2,20,1-00-10-11,925,173.65980825409008,6.3324371595366555
2,20,1-00-10-11,925,165.9637565320735,5.687042242231255
2,20,1-00-10-11,925,165.9637565320735,5.975515399445885
2,20,1-00-10-11,1040,173.65980825409008,6.288461901484317
2,20,1-00-10-11,1886,206.56505117707798,7.710579232757896
2,20,1-00-10-11,1634,156.80140948635176,5.5589584714335105
2,20,1-00-10-10,2142,180,6.206896551724138
2,20,1-00-10-10,2730,63.434948822922024,1.6203391141302825
2,20,1-00-10-10,2440,167.47119229084842,6.402461428675616
2,20,1-00-10-10,5159,270,7.746478873239436
2,20,1-00-10-10,6660,296.565051177078,1.552824984374854
2,20,1-00-10-10,5632,111.80140948635182,3.84654629081036
2,20,1-00-10-10,5160,116.56505117707798,1.5636839003495033
2,20,1-00-10-10,4674,270,0.7142857142857143
2,20,1-00-10-10,4560,225,0.9889605331280386
2,20,1-00-10-10,4345,270,0.6451612903225806
2,20,1-00-10-10,4158,225,1.1135539861205472
2,20,1-00-10-10,3952,270,0.6944444444444444
2,20,1-00-10-10,2394,341.565051177078,6.680868296130379
2,20,1-00-10-10,2035,180,0.7092198581560284
2,20,1-00-10-10,1961,135,0.9959250439247148
2,20,1-00-10-10,1850,180,0.7042253521126761
2,20,1-00-10-10,1692,206.56505117707798,1.5421158465515792
2,20,1-00-10-10,1540,180,0.7299270072992701
2,20,1-00-10-10,1394,225,1.950639396376683
2,20,1-00-10-10,1326,180,0.7194244604316548
2,20,1-00-10-10,1505,26.565051177077976,1.5636839003495033
2,20,1-00-10-10,1584,0,0.6993006993006993
2,20,1-00-10-10,1591,135,0.9959250439247148
2,20,1-00-10-10,1512,270,0.7092198581560284
2,20,1-00-10-10,1584,0,0.7092198581560284
2,20,1-00-10-10,1512,180,0.6993006993006993
2,20,1-00-10-10,1476,180,0.7092198581560284
2,20,1-00-10-10,1365,180,0.7042253521126761
2,20,1-00-10-10,1672,0,2.127659574468085
2,20,1-00-10-10,1716,90,0.7042253521126761
2,20,1-00-10-10,2397,33.69006752597977,2.539120616523936
2,20,1-00-10-10,2499,90,0.7042253521126761
2,20,1-00-10-10,2500,270,0.6944444444444444
2,20,1-00-10-10,2448,135,1.0101525445522108
2,20,1-00-10-10,2064,243.43494882292202,3.1273678006990067
2,20,1-00-10-10,1920,0,0.7142857142857143
2,20,1-00-10-10,1786,90,1.3888888888888888
2,20,1-00-10-10,1665,180,0.7142857142857143
2,20,1-00-10-10,1584,270,0.6993006993006993
2,20,1-00-10-10,1505,180,0.7142857142857143
2,20,1-00-10-10,1505,180,0.6896551724137931
2,20,1-00-10-10,1394,225,0.9959250439247148
2,20,1-00-10-10,1287,180,0.7042253521126761
2,20,1-00-10-10,1248,270,0.7092198581560284
2,20,1-00-10-10,1287,90,0.7142857142857143
2,20,1-00-10-10,1320,0,0.6944444444444444
2,20,1-00-10-10,1287,180,0.7246376811594203
2,20,1-00-10-10,1326,315,0.9889605331280386
2,20,1-00-10-10,1287,90,0.7092198581560284
2,20,1-00-10-10,1320,0,0.7042253521126761
2,20,1-00-10-10,1287,180,0.7042253521126761
2,20,1-00-10-10,1320,0,0.7092198581560284
2,20,1-00-10-10,1320,225,0.9889605331280386
2,20,1-00-10-10,1320,0,0.7042253521126761
2,20,1-00-10-10,1394,180,0.6993006993006993
2,20,1-00-10-10,1394,90,0.7092198581560284
2,20,1-00-10-10,1394,270,0.7042253521126761
2,20,1-00-10-10,1530,38.65980825409008,4.446614053772811
2,20,1-00-10-10,1485,206.56505117707798,4.757591441488914
2,20,1-00-10-10,1485,180,0.7042253521126761
2,20,1-00-10-10,1518,29.744881296942253,5.637942481327657
2,20,1-00-10-10,1739,18.434948822922024,4.392052305789416
2,20,1-00-10-10,1440,0,2.158273381294964
2,20,1-00-10-10,1408,180,0.6993006993006993
2,20,1-00-10-10,1364,33.69006752597977,5.042729056592992
2,20,1-00-10-10,1302,33.69006752597977,5.150787536377127
2,20,1-00-10-11,1230,270,0.6944444444444444
2,20,1-00-10-11,1320,26.565051177077976,3.1943828249996997
2,20,1-00-10-11,1247,180,0.6944444444444444
2,20,1-00-10-11,1218,20.55604521958344,6.0595771243386745
